title,building_type,cat1,cat2,cat3,price,tenor_20,tenor_15,location,bedroom,bathroom,lt,lb
Rumah Hadap Timur LT 135 Siap KPR 10 menit ke The Park Sawangan J28825,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1190000000,5000000,7000000,Sawangan,2,1,135,54
"Dijual Rumah 2 Lantai di Pancoran Mas, Lokasi Premium",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Pancoran Mas,2,1,56,64
Dijual Rumah Baru 2 Lantai Ready Stock di Cimanggis Depan Pintu Tol Persis,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Cimanggis,2,1,56,64
Rumah Siap Huni Di Cluster Gardenia Dekat Stasiun Depok Lama,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Sukmajaya,3,3,70,90
"Rumah di Depok Sawangan dengan SHM, Lokasi Dekat Tol dan Fasilitas Lengkap",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Pancoran Mas,5,2,90,120
Rumah 2 Lantai Siap Huni di Depok Nyaman & Strategis Kondisi Baru,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Margonda,2,1,56,64
Dijual Apartemen Depok | Furnished | Siap Huni | 2 BR,Apartemen,Bisa Nego,Full Furnished,Siap Huni,1200000000,5000000,7000000,Sukmajaya,2,1,50,0
Rumah 2 Lantai Cozy Cocok untuk Pasangan atau Keluarga Muda,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Krukut,2,1,56,64
Jual Rumah Baru 2 Lantai di Depok Fasilitas Golf dan Strategis Dekat Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Sukatani,2,1,56,64
Rumah 2 Lantai Punya Fasilitas Golf dan Strategis Dekat Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Kalimanggis,2,1,56,64
Rumah Modern 2 Lantai Kondisi Baru Ada Fasilitas Golf di Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Harjamukti,2,1,56,64
Rumah Baru 2 Lantai di Depok Fasilitas Golf Strategis Dekat Pintu Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Depok II,2,1,56,64
Dijual Rumah Baru 2 Lantai 2 KT di Depok Sangat Strategis Dekat Pintu Tol,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Kelapa Dua,2,1,56,64
Dijual Hunian Nyaman 2 Lantai di Depok Lokasi Strategis,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Kukusan,2,1,56,64
Rumah Dalam Komplek Depok,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1200000000,5000000,7000000,Pancoran Mas,2,2,115,120
Rumah 2 Lantai Di Pancoran Mas Depok.bisa Kpr,Rumah,Full Furnished,Dekat Tempat Ibadah,null,1200000000,5000000,7000000,Pancoran Mas,3,2,73,100
Apartemen 2 Kamar Tidur Bagus Unfurnished Di Transpark Cibubur,Apartemen,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1200000000,5000000,7000000,Cibubur,2,1,48,0
Rumah Cantik 2 Lantai Cinere Dekat Pln Gandul Harga Murah,Rumah,Dekat Akses Transportasi,null,null,1200000000,5000000,7000000,Cinere,3,2,60,100
Rumah Didepok Tanah Baru Harga 1 M An Mandor Ety Residence Dekat Gerbabg Tol Kukusan Kamar Tidir 3+1,Rumah,Bisa Nego,Siap Huni,Dekat Akses Transportasi,1200000000,5000000,7000000,Depok II,3,3,87,120
Rumah Di Selatan Jakarta Akses Jalan Lebar,Rumah,Dekat Akses Transportasi,null,null,1200000000,5000000,7000000,Pancoran Mas,3,3,70,100
Rumah 2lantai.bagus Dekat Pintu Tol Sawangan,Rumah,Bisa Nego,Dekat Akses Transportasi,null,1200000000,5000000,7000000,Rangkapanjaya,3,2,70,90
Rumah Desain.american Clasik Dekat Pintu Tol Desari,Rumah,Bisa Nego,Dekat Akses Transportasi,Dekat Sekolah,1200000000,5000000,7000000,Rangkapanjaya,3,2,70,90
Perumahan Komplek Jaya Agung Depok,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1200000000,5000000,7000000,Depok II,2,2,115,120
"Rumah Siap Huni di Bumi Asri Residence, Beji, Tanah Baru",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1200000000,5000000,7000000,Beji,2,2,82,74
Cinangka Sawangan Rumah Murah Jalan Nusa Indah,Rumah,Bebas Banjir,null,null,1200000000,5000000,7000000,Cinangka,4,2,233,208
"Dijual Rumah Hitung Tanah,butuh Renov Di Dlm Komplek Cinere",Rumah,Bisa Nego,Bebas Banjir,null,1200000000,5000000,7000000,Cinere,3,2,108,90
Tanah Kavling Di Gdc - Depok,Tanah,Dekat Pusat Perbelanjaan,null,null,1200000000,5000000,7000000,Depok II,,,200,0
"Tanah Bentuk Kotak, Full Pondasi Batu Kali, Berada Dalam Perumahan Di G D C",Tanah,Dekat Pusat Perbelanjaan,null,null,1200000000,5000000,7000000,Tirtajaya,,,248,0
Harga Diturunkan Di Belakang Apartemen Atlanta Margonda Raya,Tanah,Dekat Fasilitas Kesehatan,null,null,1200000000,5000000,7000000,Beji,,,591,0
Ruko Siap Pakai Lokasi Strategis di Cimanggis Legalitas SHM,Ruko,Siap Huni,null,null,1200000000,0,0,Tapos,2,3,83,80
Rumah 2 Lt SHM 12 Menit ke The Park Sawangan Dibantu KPR J-33218,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Sawangan,3,2,84,84
Rumah Minimalis 15 Menit ke Gerbang Tol Kukusan 4 Dibantu KPR J30516,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Pancoran Mas,3,2,150,130
Rumah Minimalis 5 Menit ke Gerbang Tol Brigif 3 Kamar Siap KPR J34039,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Beji,3,2,86,120
Rumah LB 120 Strategis Akses Dekat Gerbang Tol Brigif 1 Bisa KPR J34039,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Cinere,3,2,86,120
Rumah Hook Asri Dekat The Park Mall Sawangan LT 96 Siap Huni J32292,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Sawangan,3,2,96,60
Rumah LT 120 Terawat 15 Menit ke Stasiun Depok 1 Lt Hadap Utara J24445,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,1220000000,5000000,7000000,Sukmajaya,2,1,120,80
Rumah Luas LT 214 di Depok Akses Dekat Pintu Tol Hadap Selatan J34291,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Beji,4,5,214,200
Rumah 1 Lt Terawat 10 Menit ke Gerbang Tol Margonda 2 Siap Huni J34291,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Cilodong,4,5,214,200
Rumah Seken Terawat 9 Menit ke Gerbang Tol Cisalak 4 Dibantu KPR J28269,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Sukmajaya,4,2,135,210
Rumah Luas 4 Kamar 9 Menit ke Gerbang Tol Cisalak 1 Hadap Timur J28269,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1220000000,5000000,7000000,Sukmajaya,4,2,135,210
Rumah 2 Lantai Desain Modern American Clasik Dekat Pintu Tol,Rumah,null,null,null,1220000000,5000000,7000000,Pancoran Mas,3,2,96,65
Rumah Baru 2 Lantai di Jalan raya kukusan SHM dekat toll kukusan,Rumah,Syariah,Dekat Akses Transportasi,Dekat Sekolah,1220000000,5000000,7000000,Kukusan,3,3,55,80
Dijual Tanah Siap Bangun Lokasi Sangat Strategis di Jln. Cakung- Leuwinanggung Samping Perumahan The Address Cibubur,Tanah,Dekat Akses Transportasi,null,null,1240000000,20000,20000,Tapos,,,429,0
Rumah SHM 2 Lt Strategis 6 Menit ke Terminal Sawangan Dibantu KPR J28826,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1250000000,6000000,7000000,Sawangan,2,2,103,100
Rumah Siap Huni Di Rtm Dekat Ke Brimob Kelapa Dua,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1250000000,6000000,7000000,Kelapa Dua,3,3,66,90
Di Jual Rumah Murah Dekat Gerbang Tol dan UI Depok,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Sekolah,1250000000,6000000,7000000,Tanah Baru,3,3,64,120
Rumah 1 Lantai Siap Dalam Komplek Graha Cinere Selangkah Ke Toll Krukut,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,1250000000,6000000,7000000,Cinere,2,1,90,80
Rumah 2 Lantai Siap Huni Bagus Dekat Pintu Tol Kukusan,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,1250000000,6000000,7000000,Tanah Baru,3,3,64,120
"Minimalis Modern 2lt, Hdp Timur, Semi Furnished, Tanah Baru, Beji",Rumah,Full Furnished,Bebas Banjir,Dekat Akses Transportasi,1250000000,6000000,7000000,Tanah Baru,3,2,80,140
Ruko Strategis Hrga Murah Kawasan Perumahan Ekslusif,Ruko,null,null,null,1250000000,6000000,7000000,Sawangan,2,,68,86
"Dijual Ruko Mewah 2 Lantai, SHM, Siap Huni tahun ini, Dekat ke Mall The Park dan The Gardens",Ruko,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1250000000,6000000,7000000,Sawangan,2,,68,82
Rumah Cantik 15 Menit ke Stasiun Depok Lama Lt 102 Hadap Utara J-31469,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1270000000,6000000,7000000,Sukmajaya,3,3,102,140
"Rumah Murah di Daerah Cimanggis, Depok",Rumah,null,null,null,1270000000,6000000,7000000,Cimanggis,2,1,128,87
Rumah Strategis 3 KT di Depok Dekat Margo City Mall Hadap Utara J-31469,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1270000000,6000000,7000000,Margonda,3,3,102,140
Rumah LT 102 Baru Renov Dekat RS Sentra Medika Cisalak Siap KPR J-31469,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1270000000,6000000,7000000,Cimanggis,3,3,102,140
"Dijual Cepat, Rumah Dlm Cluster Mutiara Depok",Rumah,Dekat Sekolah,Dekat Tempat Ibadah,null,1270000000,6000000,7000000,Sukmajaya,3,3,112,130
Rumah 1 Lantai Siap Huni Dalam Perumahan Dekat Pintu Tol,Rumah,Siap Huni,Dekat Akses Transportasi,null,1270000000,6000000,7000000,Limo,2,2,98,60
Tanah Kavling Sudah Berpagar Lokasi Bagus Dekat Alun alun Depok,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1270000000,6000000,7000000,Sukmajaya,,,300,0
Tanah Kavling Sudah Berpagar Lokasi Bagus Dekat Alun alun Depok,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1270000000,6000000,7000000,Sukmajaya,,,300,0
Rumah 900 Meter Ke Gerbang Tol Siap Huni Tanah Luas Besar,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1280000000,6000000,7000000,Pancoran Mas,3,3,100,110
Rumah 2 Lantai Asri Dekat The Park Mall Sawangan LT 104 Siap Huni J37150,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1280000000,6000000,7000000,Sawangan,3,3,104,85
Rumah Luas 2 Lantai 5 Menit ke RS Brawijaya Depok Bebas Banjir J34031,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1280000000,6000000,7000000,Sawangan,4,2,144,110
Rumah LT 144 Asri 5 Menit ke RS Brawijaya Depok Dibantu KPR J34031,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1280000000,6000000,7000000,Bojong Sari,4,2,144,110
Rumah LT 144 SHM 8 Menit ke Mall The Park Sawangan Dibantu KPR J-34031,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1280000000,6000000,7000000,Sawangan,4,2,144,110
Rumah 3 KT Siap KPR 15 Menit ke RS Permata Depok Hadap Timur J32222,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1290000000,6000000,8000000,Pancoran Mas,3,2,90,90
Rumah LT 90 Strategis 10 Menit ke The Park Mall Sawangan Hadap Timur J32222,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1290000000,6000000,8000000,Sawangan,3,2,90,90
Rumah Idaman Hadap Timur Dekat Cinere Bellevue Mall 2 Lantai SHM J-31515,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1290000000,6000000,8000000,Cinere,3,2,72,96
Rumah Minimalis 3 KT 15 Menit ke Gerbang Toll Limo 2 Hadap Timur J31515,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1290000000,6000000,8000000,Limo,3,2,72,96
Rumah Ready 2 Lantai | 5 Menit ke Tol Cimanggis | Free Biaya-Biaya | Bebas Banjir | Sisa Tanah Luas | Tanpa DP,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1290000000,6000000,8000000,Tapos,3,2,105,80
Rumah SIAP HUNI 2 Lantai | 5 Menit ke Tol Cimanggis | Free Biaya-Biaya | Bebas Banjir | Sisa Tanah Luas | Tanpa DP,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1290000000,6000000,8000000,Tapos,3,2,150,80
"Dijual Rumah Classic Modern  Lokasi Segitiga Emas Depok (Juanda, Margonda, JORR2)",Rumah,null,null,null,1290000000,6000000,8000000,Kelapa Dua,4,3,98,90
Ruko Raden Saleh Depok Kawasan Ramai Pinggir Jalan Raya,Ruko,Bebas Banjir,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,1290000000,6000000,8000000,Depok I,,,84,85
Rumah 2 Lantai Asri Fasilitas Lengkap Dekat Tol Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1300000000,6000000,8000000,Cinere,3,2,60,60
"Rumah 2 Lantai Di Shafa One Residence, Cinere. Shm",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1300000000,6000000,8000000,Cinere,3,2,60,90
Rumah 3 Kamar dan 2 Lantai di Depok Dekat Tol Perumahan Baru,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1300000000,6000000,8000000,Cinere,3,2,60,60
Rumah Baru 2 Lantai di Pancoran Mas Sawangan Depok Bagus Mewah,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1300000000,6000000,8000000,Pancoran Mas,3,2,60,60
Rumah Bagus Di Cibubur Cluster Deluxe . Tapos Rumah,Rumah,null,null,null,1300000000,6000000,8000000,Tapos,4,3,102,132
Jual Rumah Modern 2 Lantai di Depok Favorit,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1300000000,6000000,8000000,Depok II,3,2,60,60
Rumah 2 Lantai Kondisi Baru di Depok Modern Bagus Strategis,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1300000000,6000000,8000000,Kelapa Dua,3,2,60,60
Rumah 2 Lantai Bagus Baru Hanya 3 Menit ke Tol Desari,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,1300000000,6000000,8000000,Limo,3,2,60,60
Rumah 2 Lantai Bagus Baru Punya 3 KT di Sawangan Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1300000000,6000000,8000000,Sawangan,3,2,60,60
Town House Siap Huni Dan Termurah Di Depok,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Sukmajaya,3,3,70,100
Rumah Baru American Klasik Di Depok Strategis,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Pancoran Mas,3,3,158,100
"Town House Baru dan Murah di Juanda, Sukmajaya Depok",Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,1300000000,6000000,8000000,Sukmajaya,3,3,70,100
Rumah Baru Semi Furnish Di Kota Depok Strategis,Rumah,Full Furnished,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Margonda,5,3,158,200
Rumah Sultan Baru Dan Klasik Di Depok,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,1300000000,6000000,8000000,Pancoran Mas,5,3,158,200
Rumah Baru Di Depok Strategis Termurah Aksesnya Lebar,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Cipayung,4,3,100,100
"Rumah Murah Bagus Unfurnished SHM Sukmajaya, Depok",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1300000000,6000000,8000000,Sukmajaya,3,2,160,150
Rumah 2 Lantai di Margonda Depok Strategis Dekat Pusat Kota,Rumah,Dekat Pusat Perbelanjaan,Dekat Sekolah,null,1300000000,6000000,8000000,Margonda,3,2,75,79
Rumah Baru Dalam Komplek Strategis Di Depok City .. Survei Gratis,Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,1300000000,6000000,8000000,Sukmajaya,3,3,70,100
Rumah Baru Mewah Klasik Di Depok,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Margonda,5,3,158,200
Rumah Baru Mewah Akses 2 Mobil Di Depok .,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Pancoran Mas,5,3,158,200
Rumah Baru American Clasic Di Depok Strategis,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Pancoran Mas,4,4,158,100
Rumah Baru Sultan Di Depok Strategis Aksesnya Lebar,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,1300000000,6000000,8000000,Pancoran Mas,4,3,100,100
Rumah Harga Terbaik Komplek Cinere Dekat Pintu Tol,Rumah,null,null,null,1300000000,6000000,8000000,Cinere,2,2,120,90
"Rumah Siap Huni Di Cibubur, Lokasi Dalam Kompleks, Aman Dan Asri",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1300000000,6000000,8000000,Depok I,3,2,180,95
"Rumah Lux Mewah Luas & Kokoh Selangkah Ke Gdc, Cuma 10 Menit Stasiun Krl Depok, Dekat Tol, Dekat Pusat Bisnis & Mall Margonda Raya",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1300000000,6000000,8000000,Cilodong,4,2,138,100
"RUMAH MEWAH CINERE FULL BATA MERAH DEKAT TOL, DEKAT KE MRT LEBAK BULUS, DEKAT PUSAT BISNIS ,& PUSAT MALL JAKARTA SELATAN",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,1300000000,6000000,8000000,Cinere,3,3,64,83
"Rumah Multi Fungsi, Siap Huni, Bebas Banjir",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1300000000,6000000,8000000,Pancoran Mas,4,3,85,105
Rumah Modern 2lantai Bagus Dekat Pintu Tol Limo Cinere Depok,Rumah,Dekat Akses Transportasi,null,null,1300000000,6000000,8000000,Cinere,3,3,78,115
Rumah Siap Huni Arcadia Mediterania Dekat GT Cimanggis,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,1300000000,6000000,8000000,Tapos,3,2,149,108
Hunian Clasic Eropa Termurah Terstrategis Dekat Lrt Mrt,Rumah,Dekat Akses Transportasi,null,null,1300000000,6000000,8000000,Harjamukti,3,2,52,72
"Dijual Nego Tipis, Siap Ajb, Rumah Baru Shila At Sawangan",Rumah,Bisa Nego,null,null,1300000000,6000000,8000000,Sawangan,3,2,88,79
"Mewah, Harga Terjangkau, Rumah 2 Lantai, Siap Huni Di Cipayung",Rumah,Bisa Nego,Siap Huni,Bebas Banjir,1300000000,6000000,8000000,Cipayung,3,2,80,110
Hunian 2 Lt Nyaman & Asri Di Kota Depok,Rumah,null,null,null,1300000000,6000000,8000000,Pancoran Mas,3,1,72,100
0335ja  Rumah Tua Hitung Tanah Rp1.3m Bisa Nego Tipis,Rumah,Bisa Nego,null,null,1300000000,6000000,8000000,Cinangka,,,500,70
"Cari Rumah di Depok? Mampang Hills Aja, Promo Spesial Bulan Ini!",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1320000000,6000000,8000000,Pancoran Mas,3,2,72,73
Kavling Tanah Siap Bangun Dalam Komplek Besar Akses Jalan 2 Mobil Lowong Cinere Depok Shm,Tanah,Bisa Nego,null,null,1320000000,50000,60000,Cinere,,,151,0
Rumah 2 Lt Strategis 10 Menit ke Mall Cinere Bellevue Dibantu KPR J27370,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Limo,3,2,90,100
Rumah 1 Lantai 15 Menit ke Gerbang Tol Margonda 1 Hadap Utara J36599,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Sukmajaya,2,1,130,100
Rumah SHM LT 130 Siap KPR dekat Gerbang Tol Margonda 3 J-37240,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Sukmajaya,3,2,130,110
Rumah Hadap Utara LT 150 Dibantu KPR 8 Menit ke Mall The Park Sawangan J-35366,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Sawangan,2,1,150,85
Rumah LT 130 SHM Siap KPR 15 Menit ke Stasiun Depok J-37240,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Citayam,3,2,130,110
Rumah Hook 1 Lantai 5 Menit ke Gerbang Tol Kukusan 3 Siap Huni J24758,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,1330000000,6000000,8000000,Beji,2,2,108,108
Rumah 2 Lantai Akses Dekat The Park Mall Sawangan Dibantu KPR J30294,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Sawangan,2,2,60,72
Rumah 2 Lantai Akses Dekat The Park Mall Sawangan Bebas Banjir J30242,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1330000000,6000000,8000000,Sawangan,3,2,79,107
Rumah 3 Kamar 15 Menit ke Grand Mall Cimanggis Bebas Banjir J25377,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1330000000,6000000,8000000,Cimanggis,3,2,81,138
Rumah SHM LT 130 Siap Huni 12 Menit ke Primaya Hospital Depok J-37240,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Cilodong,3,2,130,110
Rumah Hook Terawat 15 Menit ke Stasiun Depok 2 Lantai Siap Huni J37240,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1330000000,6000000,8000000,Sukmajaya,3,2,130,110
Rumah Minimalis SHM 5 Menit ke Gerbang Tol Kukusan 3 Siap Huni J-24758,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,1330000000,6000000,8000000,Beji,2,2,108,108
Rumah Dalam Komplek Pancoran Mas Permai Mampang Depok,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,1350000000,6000000,8000000,Pancoran Mas,3,3,84,95
Rumah Baru Dalam Komplek Pancoran Mas Permai Mampang Depok,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,1350000000,6000000,8000000,Pancoran Mas,3,2,84,95
Rumah 3 Lantai Siap Huni Di Pancoran Mas Akses 900 Meter Ke Tol,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1350000000,6000000,8000000,Pancoran Mas,4,4,85,150
Rumah Mewah Premium Di Cinere Dekat Pintu Tol Brigif Desari,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1350000000,6000000,8000000,Cinere,3,3,65,85
Rumah Super Murah,Rumah,Bebas Banjir,null,null,1350000000,6000000,8000000,Cinere,3,2,202,150
Dijual Rumah Rooftop Dalam Komplek Dekat Stasiun Depok Baru,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,1350000000,6000000,8000000,Beji,4,4,60,120
"Dijual Cepat! Rumah Hitung Tanah Di Komplek Cinere, Harga Nempel Njop",Rumah,null,null,null,1350000000,6000000,8000000,Cinere,4,2,144,100
Rumah Mewah Premium Dekat Tol Krukut Cinere,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1350000000,6000000,8000000,Krukut,3,3,65,85
Rumah Dijual Lokasi Strategis Dekat Stasiun Lrt Harjamukti,Rumah,Bisa Nego,Full Furnished,Dekat Akses Transportasi,1350000000,6000000,8000000,Harjamukti,2,2,92,65
Rumah Asri Dalam Cluster di Boulevard Grand Depok City,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,1350000000,6000000,8000000,Sukmajaya,2,2,120,80
Rumah 2 Lantai 138 Meter Harga Njop Depok Akses Oke Dekat Stasiun Depok Lama,Rumah,Dekat Akses Transportasi,null,null,1350000000,6000000,8000000,Cilodong,4,2,138,107
Rumah Minimalis Dalam Komplek Di Tapos Depok Jawa Barat,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,1350000000,6000000,8000000,Tapos,3,5,98,150
Rumah Siap Huni Tanah Luas Di Kalimulya Dekat Gdc Depok Cuma 5 Menit Ke St Depok Lama,Rumah,Siap Huni,Dekat Pusat Perbelanjaan,null,1350000000,6000000,8000000,Cilodong,4,2,138,100
Rumah Baru 2 Lantai di Jln Limo Depok deket Toll Mall Depok,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,1350000000,6000000,8000000,Depok II,4,2,90,130
"Dijual Rumah Butuh Renovasi Di Jl. Wijaya Kusuma Blok F, Cinere",Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,1350000000,6000000,8000000,Cinere,3,3,182,104
Jual Rumah Murah Di Tanah Baru Bejj Depok,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,1350000000,6000000,8000000,Tanah Baru,3,3,58,160
"Ruko Galeria Dekat Exit Toll Desari, Jalur Padat Sawangan, Depok",Ruko,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,1350000000,6000000,8000000,Sawangan,1,,60,150
